step,s_loss,c_loss
240,661152500.0,30530.668
241,655844860.0,30537.102
242,650610200.0,30544.658
243,645415400.0,30550.55
244,640252740.0,30555.0
245,635141250.0,30557.648
246,630078460.0,30559.855
247,625074560.0,30562.11
248,620125700.0,30566.049
249,615219460.0,30570.518
250,610349060.0,30575.219
251,605520800.0,30579.492
252,600758340.0,30583.4
253,596061440.0,30587.768
254,591404700.0,30592.525
255,586799200.0,30596.746
256,582239400.0,30600.89
257,577746940.0,30605.293
258,573314370.0,30610.154
259,568941300.0,30614.873
260,564622140.0,30618.71
261,560356600.0,30621.547
262,556137300.0,30623.691
263,551970940.0,30625.727
264,547866430.0,30627.172
265,543823000.0,30627.78
266,539838850.0,30628.164
267,535894660.0,30627.514
268,531960130.0,30627.645
269,528046750.0,30629.066
270,524167520.0,30631.848
271,520345300.0,30634.533
272,516555260.0,30637.568
273,512800770.0,30640.502
274,509099520.0,30643.865
275,505444700.0,30645.365
276,501830080.0,30646.121
277,498250240.0,30645.629
278,494697400.0,30644.309
279,491174560.0,30643.598
280,487683400.0,30642.115
281,484226240.0,30639.93
282,480796450.0,30637.094
283,477390660.0,30633.97
284,474004540.0,30631.09
285,470652540.0,30628.074
286,467341120.0,30623.914
287,464068260.0,30619.613
288,460837800.0,30616.479
289,457636400.0,30614.096
290,454452030.0,30610.809
291,451301380.0,30607.49
292,448181300.0,30604.465
293,445102270.0,30602.195
294,442064160.0,30600.098
295,439060800.0,30595.701
296,436087170.0,30590.01
297,433142820.0,30584.36
298,430221200.0,30577.406
299,427326560.0,30570.62
300,424456400.0,30562.64
301,421614400.0,30552.96
302,418798530.0,30542.844
303,416004300.0,30533.15
304,413218800.0,30523.049
305,410456030.0,30512.277
306,407709570.0,30501.133
307,404969950.0,30489.41
308,402249660.0,30477.672
309,399539000.0,30465.355
310,396835500.0,30452.32
311,394159500.0,30440.293
312,391503740.0,30429.082
313,388868930.0,30417.492
314,386265150.0,30405.578
315,383699900.0,30392.871
316,381168580.0,30379.75
317,378669440.0,30366.75
318,376220580.0,30355.219
319,373808540.0,30345.332
320,371435000.0,30336.344
321,369093980.0,30327.736
322,366764000.0,30319.195
323,364452580.0,30311.66
324,362160670.0,30305.72
325,359892450.0,30301.807
326,357648580.0,30298.633
327,355418050.0,30296.459
328,353198270.0,30295.105
329,350986240.0,30294.305
330,348786800.0,30294.965
331,346613920.0,30297.322
332,344466180.0,30299.613
333,342341120.0,30302.316
334,340230600.0,30305.746
335,338142300.0,30309.82
336,336071680.0,30314.344
337,334029120.0,30319.252
338,332012670.0,30324.594
339,330017280.0,30330.203
340,328045300.0,30335.938
341,326094940.0,30341.432
342,324160320.0,30346.613
343,322244480.0,30351.951
344,320345340.0,30356.68
345,318464640.0,30361.207
346,316601570.0,30366.137
347,314757020.0,30371.314
348,312925760.0,30376.438
349,311110980.0,30381.137
350,309305380.0,30385.77
351,307510700.0,30390.646
352,305730050.0,30395.453
353,303966620.0,30399.902
354,302219040.0,30403.846
355,300491700.0,30407.562
356,298779400.0,30411.107
357,297090180.0,30414.012
358,295415070.0,30417.152
359,293749380.0,30420.637
360,292097540.0,30424.672
361,290461820.0,30428.666
362,288842700.0,30432.025
363,287239000.0,30435.525
364,285653250.0,30438.555
365,284087740.0,30441.055
366,282543300.0,30443.146
367,281014200.0,30445.326
368,279500200.0,30447.832
369,278000700.0,30449.973
370,276511780.0,30451.924
371,275034140.0,30453.258
372,273565220.0,30454.193
373,272105150.0,30455.336
374,270650700.0,30455.83
375,269207300.0,30456.12
376,267777390.0,30455.8
377,266360000.0,30455.146
378,264950500.0,30454.637
379,263552380.0,30454.129
380,262161310.0,30453.11
381,260777920.0,30451.998
382,259403780.0,30450.668
383,258038560.0,30448.805
384,256680640.0,30446.621
385,255332240.0,30444.613
386,253994370.0,30442.352
387,252665500.0,30440.096
388,251344600.0,30437.824
389,250028900.0,30435.492
390,248720020.0,30433.365
391,247421170.0,30431.531
392,246137630.0,30430.307
393,244866980.0,30428.959
394,243608670.0,30427.137
395,242367970.0,30425.2
396,241141820.0,30423.607
397,239930620.0,30421.996
398,238733330.0,30420.363
399,237545700.0,30418.053
400,236367120.0,30415.584
401,235204980.0,30412.615
402,234053250.0,30409.36
403,232908130.0,30405.906
404,231770900.0,30401.893
405,230645890.0,30398.01
406,229528670.0,30394.523
407,228420160.0,30390.521
408,227317550.0,30385.55
409,226224880.0,30380.17
410,225137980.0,30374.531
411,224060510.0,30368.758
412,222992220.0,30362.75
413,221928880.0,30356.156
414,220869230.0,30349.176
415,219816380.0,30341.803
416,218766510.0,30334.783
417,217722610.0,30327.873
418,216681630.0,30321.168
419,215646500.0,30315.02
420,214619800.0,30308.879
421,213597900.0,30303.172
422,212582850.0,30297.559
423,211576130.0,30291.691
424,210579440.0,30285.516
425,209592130.0,30279.559
426,208616400.0,30273.648
427,207652160.0,30267.686
428,206701630.0,30262.07
429,205761550.0,30256.47
430,204830460.0,30251.113
431,203911040.0,30245.645
432,203001950.0,30239.666
433,202102320.0,30233.424
434,201213800.0,30227.385
435,200333570.0,30221.371
436,199458200.0,30215.18
437,198589540.0,30208.697
438,197727780.0,30202.195
439,196872480.0,30195.5
440,196022740.0,30189.035
441,195178050.0,30182.797
442,194337000.0,30176.248
443,193498460.0,30169.646
444,192663150.0,30162.998
445,191833380.0,30155.986
446,191011090.0,30148.467
447,190193280.0,30140.719
448,189379550.0,30133.145
449,188570850.0,30125.623
450,187766180.0,30118.229
451,186965950.0,30110.926
452,186173010.0,30103.65
453,185386940.0,30096.824
454,184606460.0,30090.227
455,183831760.0,30083.682
456,183062980.0,30077.088
457,182298640.0,30070.912
458,181539700.0,30064.738
459,180785600.0,30058.668
460,180037180.0,30052.6
461,179294270.0,30046.305
462,178558160.0,30040.273
463,177828100.0,30034.896
464,177103140.0,30029.535
465,176382430.0,30024.25
466,175666560.0,30019.0
467,174954540.0,30013.852
468,174247040.0,30008.55
469,173543600.0,30002.93
470,172846190.0,29997.643
471,172154690.0,29992.59
472,171468640.0,29987.479
473,170788380.0,29982.629
474,170111900.0,29977.922
475,169440000.0,29973.607
476,168772160.0,29969.312
477,168109310.0,29964.896
478,167451220.0,29960.031
479,166798130.0,29954.879
480,166151000.0,29949.84
481,165509090.0,29944.55
482,164872260.0,29939.31
483,164240580.0,29934.234
484,163614800.0,29929.305
485,162994420.0,29924.473
486,162379520.0,29919.727
487,161770400.0,29915.031
488,161167360.0,29910.879
489,160569870.0,29907.13
490,159977070.0,29903.555
491,159389220.0,29900.06
492,158803180.0,29896.709
493,158218720.0,29893.41
494,157636850.0,29890.068
495,157057890.0,29886.688
496,156481570.0,29883.582
497,155908240.0,29880.977
498,155338260.0,29878.578
499,154770500.0,29876.037
500,154203970.0,29873.688
501,153640480.0,29871.984
502,153080740.0,29870.922
503,152524660.0,29870.08
504,151972800.0,29869.387
505,151424580.0,29868.88
506,150880860.0,29868.36
507,150340800.0,29868.12
508,149804530.0,29868.098
509,149271470.0,29868.49
510,148741710.0,29869.047
511,148215970.0,29869.805
512,147694620.0,29870.57
513,147177250.0,29871.111
514,146664800.0,29871.807
515,146157100.0,29872.742
516,145652620.0,29873.861
517,145152100.0,29875.184
518,144654300.0,29876.756
519,144160000.0,29878.355
520,143668540.0,29880.086
521,143178780.0,29881.965
522,142692300.0,29883.695
523,142208640.0,29884.902
524,141728160.0,29885.955
525,141250180.0,29886.754
526,140773380.0,29887.383
527,140298110.0,29887.697
528,139825780.0,29887.8
529,139355460.0,29887.523
530,138887170.0,29887.08
531,138423360.0,29886.3
532,137962690.0,29885.473
533,137506160.0,29884.523
534,137053650.0,29883.371
535,136604640.0,29882.062
536,136160130.0,29880.553
537,135718620.0,29878.809
538,135280300.0,29877.074
539,134844740.0,29875.469
540,134412050.0,29873.998
541,133982530.0,29872.445
542,133555380.0,29870.78
543,133130744.0,29869.086
544,132708940.0,29867.523
545,132288504.0,29865.982
546,131870590.0,29864.332
547,131455500.0,29862.967
548,131041544.0,29861.887
549,130628820.0,29860.938
550,130216530.0,29859.934
551,129805380.0,29858.941
552,129396940.0,29857.953
553,128991380.0,29857.135
554,128588530.0,29856.613
555,128190504.0,29856.285
556,127797630.0,29856.123
557,127408310.0,29856.086
558,127022456.0,29856.043
559,126639460.0,29855.852
560,126259430.0,29855.73
561,125882110.0,29855.594
562,125507450.0,29855.172
563,125135600.0,29854.715
564,124765950.0,29854.066
565,124397870.0,29853.217
566,124032220.0,29852.176
567,123668390.0,29850.996
568,123305860.0,29849.998
569,122945040.0,29849.162
570,122585940.0,29848.502
571,122229360.0,29847.89
572,121874344.0,29847.41
573,121521890.0,29846.902
574,121171256.0,29846.588
575,120822250.0,29846.168
576,120475400.0,29845.844
577,120130420.0,29845.555
578,119787680.0,29845.557
579,119445910.0,29845.758
580,119105464.0,29845.922
581,118766370.0,29846.17
582,118429384.0,29846.59
583,118094140.0,29846.89
584,117760490.0,29847.086
585,117429030.0,29847.117
586,117100060.0,29847.373
587,116774350.0,29847.89
588,116451920.0,29848.3
589,116132710.0,29848.633
590,115816480.0,29848.643
591,115502980.0,29848.285
592,115191520.0,29848.072
593,114881760.0,29847.924
594,114572960.0,29847.906
595,114265840.0,29847.824
596,113959900.0,29847.875
597,113654820.0,29847.85
598,113351090.0,29847.898
599,113049010.0,29847.762
600,112747560.0,29847.562
601,112447420.0,29847.477
602,112148040.0,29847.605
603,111850260.0,29847.623
604,111554350.0,29847.477
605,111260350.0,29847.39
606,110968210.0,29847.346
607,110677940.0,29847.266
608,110389656.0,29847.08
609,110103540.0,29846.941
610,109819600.0,29846.953
611,109537176.0,29846.957
612,109255920.0,29846.914
613,108975550.0,29846.875
614,108695480.0,29846.938
615,108416490.0,29846.836
616,108138424.0,29846.836
617,107860990.0,29846.648
618,107584390.0,29846.578
619,107308510.0,29846.863
620,107033850.0,29847.342
621,106760430.0,29847.979
622,106488010.0,29848.68
623,106217390.0,29849.441
624,105948790.0,29850.213
625,105681260.0,29851.078
626,105415140.0,29851.977
627,105150940.0,29852.867
628,104888800.0,29853.803
629,104628310.0,29854.72
630,104369920.0,29855.627
631,104113256.0,29856.408
632,103858824.0,29857.156
633,103606650.0,29857.777
634,103356376.0,29858.453
635,103107730.0,29859.168
636,102859980.0,29859.795
637,102613760.0,29860.365
638,102368720.0,29860.824
639,102125150.0,29861.242
640,101882700.0,29861.615
641,101641384.0,29862.008
642,101401490.0,29862.432
643,101162820.0,29862.955
644,100925370.0,29863.352
645,100689120.0,29863.615
646,100453640.0,29863.902
647,100219176.0,29864.158
648,99985970.0,29864.496
649,99753840.0,29864.787
650,99523230.0,29865.1
651,99293704.0,29865.37
652,99065470.0,29865.594
653,98838110.0,29865.904
654,98611860.0,29866.17
655,98386510.0,29866.45
656,98161700.0,29866.768
657,97937880.0,29867.312
658,97714880.0,29867.809
659,97492750.0,29868.125
660,97271550.0,29868.379
661,97051430.0,29868.562
662,96832170.0,29868.578
663,96613320.0,29868.475
664,96395740.0,29868.27
665,96179210.0,29868.053
666,95964024.0,29867.855
667,95749880.0,29867.578
668,95536240.0,29867.035
669,95323730.0,29866.295
670,95112520.0,29865.717
671,94902120.0,29864.988
672,94692880.0,29864.232
673,94484570.0,29863.484
674,94277160.0,29862.645
675,94070616.0,29861.6
676,93864700.0,29860.541
677,93659540.0,29859.629
678,93455160.0,29858.98
679,93252000.0,29858.395
680,93049810.0,29857.986
681,92848460.0,29857.705
682,92647980.0,29857.418
683,92448296.0,29857.18
684,92249550.0,29856.941
685,92051780.0,29856.566
686,91854904.0,29856.207
687,91659130.0,29855.912
688,91464450.0,29855.58
689,91270480.0,29855.262
690,91077730.0,29855.016
691,90886260.0,29854.629
692,90695550.0,29854.244
693,90505100.0,29853.676
694,90315510.0,29853.076
695,90126580.0,29852.533
696,89938760.0,29852.021
697,89752060.0,29851.527
698,89566536.0,29851.2
699,89381680.0,29850.863
700,89197140.0,29850.61
701,89013160.0,29850.42
702,88830090.0,29850.469
703,88647870.0,29850.746
704,88466710.0,29850.994
705,88286760.0,29851.305
706,88108350.0,29851.742
707,87930780.0,29852.145
708,87754380.0,29852.566
709,87578640.0,29853.027
710,87403520.0,29853.617
711,87229050.0,29854.139
712,87055170.0,29854.621
713,86882184.0,29855.15
714,86710210.0,29855.73
715,86539080.0,29856.182
716,86368620.0,29856.46
717,86199100.0,29856.69
718,86030700.0,29856.916
719,85863060.0,29856.898
720,85696220.0,29856.68
721,85530080.0,29856.318
722,85364820.0,29855.973
723,85200020.0,29855.674
724,85035700.0,29855.502
725,84871576.0,29855.229
726,84708060.0,29854.906
727,84545060.0,29854.547
728,84382450.0,29854.148
729,84220430.0,29853.734
730,84059180.0,29853.365
731,83898830.0,29852.992
732,83739300.0,29852.688
733,83580430.0,29852.418
734,83422540.0,29852.135
735,83265730.0,29851.828
736,83109950.0,29851.447
737,82954870.0,29851.086
738,82800220.0,29850.785
739,82645830.0,29850.557
740,82492000.0,29850.346
741,82338520.0,29850.129
742,82185410.0,29849.92
743,82032690.0,29849.768
744,81880460.0,29849.621
745,81728910.0,29849.55
746,81577710.0,29849.576
747,81427170.0,29849.633
748,81277340.0,29849.754
749,81128540.0,29849.877
750,80980660.0,29849.934
751,80833540.0,29850.07
752,80687470.0,29850.293
753,80541920.0,29850.594
754,80396750.0,29850.977
755,80252260.0,29851.303
756,80108640.0,29851.682
757,79965430.0,29852.12
758,79822490.0,29852.523
759,79679660.0,29852.76
760,79536960.0,29853.023
761,79394480.0,29853.34
762,79252500.0,29853.48
763,79110860.0,29853.545
764,78969890.0,29853.664
765,78829430.0,29853.838
766,78689220.0,29853.947
767,78549410.0,29854.078
768,78410380.0,29854.164
769,78272030.0,29854.22
770,78134270.0,29854.178
771,77997144.0,29854.066
772,77860424.0,29853.855
773,77724030.0,29853.547
774,77588216.0,29853.17
775,77452830.0,29852.707
776,77317970.0,29852.238
777,77183510.0,29851.924
778,77049340.0,29851.738
779,76915810.0,29851.754
780,76782880.0,29851.838
781,76650430.0,29851.97
782,76518600.0,29852.166
783,76387420.0,29852.54
784,76256610.0,29852.941
785,76126210.0,29853.535
786,75996270.0,29854.184
787,75866696.0,29854.947
788,75737680.0,29855.748
789,75609270.0,29856.627
790,75481370.0,29857.469
791,75354264.0,29858.309
792,75227770.0,29859.088
793,75102270.0,29859.78
794,74977840.0,29860.502
795,74854420.0,29861.281
796,74731460.0,29861.941
797,74609080.0,29862.664
798,74487400.0,29863.328
799,74366090.0,29863.855
800,74245150.0,29864.277
801,74124610.0,29864.602
802,74004350.0,29864.89
803,73884230.0,29865.084
804,73764030.0,29865.27
805,73643880.0,29865.328
806,73524020.0,29865.344
807,73404480.0,29865.21
808,73285020.0,29864.959
809,73165784.0,29864.635
810,73046970.0,29864.324
811,72928540.0,29864.031
812,72810770.0,29863.719
813,72693540.0,29863.438
814,72576930.0,29863.207
815,72460860.0,29862.975
816,72345200.0,29862.754
817,72229940.0,29862.598
818,72115230.0,29862.525
819,72000630.0,29862.469
820,71886700.0,29862.393
821,71773340.0,29862.363
822,71660370.0,29862.453
823,71547730.0,29862.625
824,71435660.0,29862.787
825,71324120.0,29863.053
826,71212980.0,29863.387
827,71102300.0,29863.625
828,70991900.0,29863.824
829,70881900.0,29863.977
830,70772320.0,29864.094
831,70662980.0,29864.123
832,70553820.0,29864.123
833,70445110.0,29864.104
834,70336570.0,29864.035
835,70228380.0,29863.994
836,70120370.0,29863.957
837,70012730.0,29863.996
838,69905490.0,29864.1
839,69798696.0,29864.293
840,69692456.0,29864.453
841,69586590.0,29864.67
842,69481100.0,29864.885
843,69376216.0,29865.17
844,69271900.0,29865.68
845,69168150.0,29866.3
846,69064940.0,29867.01
847,68962110.0,29867.746
848,68859656.0,29868.582
849,68757864.0,29869.402
850,68656480.0,29870.191
851,68555660.0,29870.941
852,68455256.0,29871.764
853,68355280.0,29872.607
854,68255490.0,29873.465
855,68155890.0,29874.277
856,68056660.0,29875.102
857,67957530.0,29876.033
858,67858300.0,29876.99
859,67759220.0,29877.918
860,67660424.0,29878.818
861,67561930.0,29879.771
862,67463650.0,29880.766
863,67365624.0,29881.83
864,67267950.0,29882.824
865,67170696.0,29883.793
866,67073960.0,29884.7
867,66977628.0,29885.58
868,66881516.0,29886.438
869,66785576.0,29887.184
870,66689908.0,29887.799
871,66594560.0,29888.387
872,66499440.0,29888.924
873,66404668.0,29889.527
874,66310316.0,29890.059
875,66216160.0,29890.516
876,66122320.0,29890.975
877,66028772.0,29891.482
878,65935708.0,29892.03
879,65842930.0,29892.496
880,65750412.0,29893.008
881,65658144.0,29893.57
882,65565924.0,29894.21
883,65474080.0,29894.957
884,65382830.0,29895.787
885,65291910.0,29896.586
886,65201200.0,29897.488
887,65110692.0,29898.346
888,65020624.0,29899.094
889,64930930.0,29899.867
890,64841424.0,29900.652
891,64752320.0,29901.375
892,64663590.0,29902.031
893,64575284.0,29902.66
894,64487336.0,29903.295
895,64399640.0,29903.852
896,64312230.0,29904.426
897,64225200.0,29905.037
898,64138336.0,29905.621
899,64051680.0,29906.135
900,63965190.0,29906.621
901,63879030.0,29907.207
902,63793188.0,29907.93
903,63707624.0,29908.703
904,63622376.0,29909.531
905,63537268.0,29910.41
906,63452400.0,29911.365
907,63367770.0,29912.336
908,63283332.0,29913.291
909,63199104.0,29914.18
910,63115200.0,29915.03
911,63031550.0,29915.812
912,62948060.0,29916.61
913,62864896.0,29917.418
914,62782064.0,29918.197
915,62699440.0,29919.014
916,62617012.0,29919.82
917,62534836.0,29920.584
918,62452860.0,29921.281
919,62371124.0,29921.87
920,62289588.0,29922.426
921,62208330.0,29923.02
922,62127344.0,29923.574
923,62046616.0,29924.102
924,61966252.0,29924.697
925,61886296.0,29925.402
926,61806644.0,29926.14
927,61727310.0,29926.91
928,61648212.0,29927.738
929,61569304.0,29928.562
930,61490596.0,29929.441
931,61412164.0,29930.383
932,61334000.0,29931.31
933,61255960.0,29932.234
934,61178040.0,29933.129
935,61100240.0,29934.03
936,61022650.0,29934.955
937,60945310.0,29935.916
938,60868256.0,29936.875
939,60791370.0,29937.842
940,60714668.0,29938.826
941,60638190.0,29939.764
942,60561980.0,29940.67
943,60486044.0,29941.602
944,60410324.0,29942.492
945,60334930.0,29943.363
946,60259852.0,29944.186
947,60185076.0,29944.947
948,60110452.0,29945.71
949,60036136.0,29946.504
950,59962136.0,29947.389
951,59888284.0,29948.26
952,59814550.0,29949.148
953,59740876.0,29949.977
954,59667424.0,29950.809
955,59594204.0,29951.633
956,59521350.0,29952.504
957,59448736.0,29953.324
958,59376150.0,29954.014
959,59303692.0,29954.598
960,59231364.0,29955.121
961,59159172.0,29955.576
962,59087200.0,29955.953
963,59015430.0,29956.271
964,58943856.0,29956.605
965,58872452.0,29956.955
966,58801224.0,29957.305
967,58730200.0,29957.617
968,58659348.0,29957.87
969,58588650.0,29958.068
970,58518170.0,29958.27
971,58447908.0,29958.492
972,58377828.0,29958.691
973,58307990.0,29958.793
974,58238470.0,29958.86
975,58169270.0,29958.865
976,58100380.0,29958.883
977,58031770.0,29958.945
978,57963304.0,29958.934
979,57894880.0,29958.9
980,57826560.0,29958.906
981,57758252.0,29958.91
982,57690090.0,29958.88
983,57622188.0,29958.914
984,57554372.0,29959.014
985,57486670.0,29959.14
986,57419124.0,29959.277
987,57351750.0,29959.418
988,57284584.0,29959.576
989,57217510.0,29959.762
990,57150590.0,29959.945
991,57083944.0,29960.104
992,57017504.0,29960.314
993,56951220.0,29960.469
994,56885104.0,29960.625
995,56819104.0,29960.758
996,56753220.0,29960.87
997,56687584.0,29960.973
998,56622304.0,29961.094
999,56557350.0,29961.219
1000,56492600.0,29961.38
1001,56427956.0,29961.578
1002,56363520.0,29961.89
1003,56299400.0,29962.203
1004,56235400.0,29962.45
1005,56171656.0,29962.664
1006,56108210.0,29962.809
1007,56045104.0,29962.953
1008,55982290.0,29963.14
1009,55919724.0,29963.324
1010,55857260.0,29963.547
1011,55794844.0,29963.81
1012,55732510.0,29964.09
1013,55670270.0,29964.402
1014,55608144.0,29964.727
1015,55546108.0,29965.031
1016,55484080.0,29965.383
1017,55422188.0,29965.771
1018,55360364.0,29966.15
1019,55298656.0,29966.574
1020,55237024.0,29966.957
1021,55175588.0,29967.32
1022,55114250.0,29967.703
1023,55053120.0,29968.133
1024,54992348.0,29968.57
1025,54931800.0,29969.072
1026,54871376.0,29969.602
1027,54811130.0,29970.104
1028,54751040.0,29970.592
1029,54691050.0,29971.05
1030,54631180.0,29971.44
1031,54571492.0,29971.809
1032,54511904.0,29972.168
1033,54452550.0,29972.559
1034,54393292.0,29972.984
1035,54334224.0,29973.379
1036,54275416.0,29973.758
1037,54216770.0,29974.133
1038,54158264.0,29974.51
1039,54099850.0,29974.848
1040,54041600.0,29975.182
1041,53983560.0,29975.54
1042,53925670.0,29975.955
1043,53867900.0,29976.398
1044,53810240.0,29976.84
1045,53752680.0,29977.238
1046,53695304.0,29977.635
1047,53638170.0,29977.96
1048,53581144.0,29978.32
1049,53524204.0,29978.688
1050,53467430.0,29979.062
1051,53410770.0,29979.463
1052,53354160.0,29979.855
1053,53297670.0,29980.17
1054,53241240.0,29980.48
1055,53184828.0,29980.807
