step,s_loss,c_loss
655,7298934.0,22209.926
656,7272974.5,22203.271
657,7247194.5,22196.625
658,7221594.0,22189.99
659,7196182.0,22183.395
660,7170964.5,22176.844
661,7145939.0,22170.395
662,7121089.5,22163.99
663,7096414.0,22157.602
664,7071881.5,22151.223
665,7047484.0,22144.871
666,7023243.0,22138.549
667,6999159.0,22132.234
668,6975271.0,22126.02
669,6951538.5,22119.887
670,6927918.5,22113.787
671,6904432.0,22107.73
672,6881104.0,22101.71
673,6857915.5,22095.738
674,6834866.0,22089.86
675,6811944.0,22084.006
676,6789176.0,22078.18
677,6766556.5,22072.375
678,6744055.0,22066.613
679,6721701.5,22060.89
680,6699476.0,22055.135
681,6677366.0,22049.387
682,6655380.0,22043.621
683,6633537.0,22037.871
684,6611835.0,22032.113
685,6590284.0,22026.354
686,6568883.5,22020.516
687,6547639.5,22014.652
688,6526528.0,22008.766
689,6505531.0,22002.883
690,6484633.5,21997.04
691,6463876.0,21991.232
692,6443260.0,21985.451
693,6422774.0,21979.71
694,6402388.5,21973.979
695,6382117.0,21968.25
696,6361956.0,21962.549
697,6341931.0,21956.89
698,6322012.0,21951.28
699,6302209.0,21945.635
700,6282520.0,21939.977
701,6262932.0,21934.271
702,6243470.0,21928.52
703,6224145.5,21922.758
704,6204932.0,21917.02
705,6185849.0,21911.36
706,6166894.0,21905.678
707,6148074.5,21899.98
708,6129384.0,21894.328
709,6110823.5,21888.666
710,6092377.0,21882.977
711,6074009.5,21877.254
712,6055746.0,21871.523
713,6037607.0,21865.807
714,6019567.5,21860.113
715,6001619.0,21854.45
716,5983771.0,21848.82
717,5966019.0,21843.195
718,5948353.0,21837.57
719,5930771.5,21831.992
720,5913256.0,21826.482
721,5895822.0,21821.006
722,5878480.5,21815.51
723,5861236.0,21810.059
724,5844084.5,21804.566
725,5827027.5,21799.098
726,5810066.0,21793.691
727,5793202.0,21788.297
728,5776424.0,21782.896
729,5759727.5,21777.49
730,5743112.0,21772.096
731,5726599.5,21766.648
732,5710175.5,21761.201
733,5693821.0,21755.684
734,5677561.0,21750.174
735,5661414.5,21744.658
736,5645366.0,21739.137
737,5629397.0,21733.648
738,5613533.5,21728.123
739,5597764.0,21722.582
740,5582074.0,21717.043
741,5566486.0,21711.566
742,5551003.0,21706.115
743,5535618.0,21700.648
744,5520337.0,21695.234
745,5505146.5,21689.822
746,5490037.0,21684.414
747,5475001.0,21679.04
748,5460050.0,21673.695
749,5445175.5,21668.395
750,5430382.0,21663.115
751,5415670.5,21657.914
752,5401026.5,21652.766
753,5386444.0,21647.654
754,5371922.5,21642.566
755,5357461.5,21637.492
756,5343060.0,21632.44
757,5328737.0,21627.414
758,5314486.0,21622.422
759,5300313.0,21617.467
760,5286217.0,21612.504
761,5272195.0,21607.553
762,5258240.5,21602.621
763,5244358.0,21597.717
764,5230530.5,21592.816
765,5216770.0,21587.951
766,5203068.0,21583.105
767,5189420.0,21578.297
768,5175826.0,21573.494
769,5162294.0,21568.695
770,5148836.0,21563.883
771,5135454.0,21559.1
772,5122142.0,21554.336
773,5108907.0,21549.602
774,5095760.0,21544.863
775,5082691.0,21540.152
776,5069690.5,21535.445
777,5056782.5,21530.76
778,5043955.0,21526.113
779,5031204.0,21521.516
780,5018529.5,21516.951
781,5005932.0,21512.414
782,4993407.0,21507.824
783,4980947.0,21503.264
784,4968562.5,21498.684
785,4956238.0,21494.102
786,4943981.0,21489.518
787,4931780.0,21484.934
788,4919640.5,21480.297
789,4907552.0,21475.648
790,4895515.5,21471.016
791,4883542.0,21466.363
792,4871629.5,21461.72
793,4859771.0,21457.053
794,4847994.0,21452.387
795,4836295.0,21447.676
796,4824678.0,21442.926
797,4813126.0,21438.168
798,4801642.5,21433.412
799,4790229.0,21428.639
800,4778887.0,21423.883
801,4767606.0,21419.143
802,4756392.0,21414.365
803,4745241.0,21409.578
804,4734154.0,21404.793
805,4723115.5,21400.002
806,4712140.0,21395.195
807,4701218.5,21390.404
808,4690352.5,21385.6
809,4679550.0,21380.809
810,4668808.0,21376.03
811,4658127.0,21371.285
812,4647487.0,21366.51
813,4636896.0,21361.734
814,4626355.0,21356.957
815,4615852.0,21352.19
816,4605395.5,21347.424
817,4594992.0,21342.645
818,4584638.0,21337.873
819,4574333.0,21333.14
820,4564090.5,21328.434
821,4553902.5,21323.73
822,4543762.5,21319.018
823,4533655.0,21314.293
824,4523599.0,21309.594
825,4513596.5,21304.889
826,4503642.5,21300.195
827,4493731.5,21295.477
828,4483872.0,21290.725
829,4474068.0,21285.947
830,4464315.0,21281.135
831,4454609.0,21276.307
832,4444948.0,21271.484
833,4435327.0,21266.658
834,4425747.0,21261.836
835,4416198.0,21257.0
836,4406687.0,21252.145
837,4397211.5,21247.297
838,4387772.0,21242.475
839,4378381.5,21237.676
840,4369036.0,21232.914
841,4359726.5,21228.18
842,4350459.0,21223.451
843,4341233.5,21218.703
844,4332048.5,21213.969
845,4322904.5,21209.223
846,4313801.5,21204.492
847,4304744.5,21199.764
848,4295723.5,21195.025
849,4286741.0,21190.297
850,4277803.5,21185.555
851,4268911.0,21180.824
852,4260059.0,21176.09
853,4251258.5,21171.363
854,4242503.0,21166.637
855,4233781.0,21161.895
856,4225101.5,21157.148
857,4216470.5,21152.406
858,4207886.0,21147.652
859,4199340.0,21142.865
860,4190831.0,21138.068
861,4182367.0,21133.275
862,4173944.2,21128.5
863,4165552.2,21123.73
864,4157197.0,21118.967
865,4148871.8,21114.23
866,4140586.0,21109.498
867,4132339.5,21104.768
868,4124127.0,21100.043
869,4115951.5,21095.338
870,4107808.5,21090.635
871,4099693.0,21085.934
872,4091618.0,21081.252
873,4083578.5,21076.57
874,4075572.2,21071.895
875,4067591.8,21067.24
876,4059646.2,21062.594
877,4051735.0,21057.95
878,4043850.5,21053.318
879,4035986.2,21048.719
880,4028155.8,21044.107
881,4020362.0,21039.484
882,4012605.5,21034.863
883,4004889.5,21030.23
884,3997212.5,21025.61
885,3989569.5,21020.986
886,3981952.8,21016.383
887,3974367.5,21011.797
888,3966813.8,21007.227
889,3959285.0,21002.664
890,3951801.5,20998.127
891,3944353.5,20993.61
892,3936935.8,20989.088
893,3929552.5,20984.572
894,3922204.0,20980.074
895,3914883.5,20975.58
896,3907592.5,20971.074
897,3900328.5,20966.562
898,3893103.0,20962.062
899,3885911.0,20957.57
900,3878746.0,20953.086
901,3871610.0,20948.613
902,3864495.5,20944.172
903,3857402.5,20939.752
904,3850329.0,20935.332
905,3843276.0,20930.902
906,3836257.0,20926.463
907,3829274.2,20922.027
908,3822315.0,20917.621
909,3815380.8,20913.242
910,3808479.8,20908.893
911,3801603.5,20904.562
912,3794753.8,20900.27
913,3787926.8,20895.99
914,3781125.0,20891.736
915,3774348.5,20887.5
916,3767591.5,20883.307
917,3760857.2,20879.139
918,3754153.2,20875.002
919,3747473.0,20870.865
920,3740822.2,20866.734
921,3734190.8,20862.604
922,3727580.8,20858.492
923,3720994.0,20854.393
924,3714428.8,20850.307
925,3707891.0,20846.21
926,3701382.0,20842.117
927,3694899.2,20838.023
928,3688440.0,20833.94
929,3682015.8,20829.86
930,3675620.0,20825.775
931,3669242.0,20821.688
932,3662885.0,20817.62
933,3656545.8,20813.53
934,3650226.5,20809.438
935,3643930.2,20805.357
936,3637654.5,20801.3
937,3631394.5,20797.27
938,3625159.0,20793.271
939,3618945.8,20789.281
940,3612754.5,20785.295
941,3606591.0,20781.332
942,3600455.0,20777.38
943,3594346.8,20773.445
944,3588261.8,20769.531
945,3582200.0,20765.623
946,3576159.0,20761.727
947,3570137.0,20757.834
948,3564133.2,20753.959
949,3558149.5,20750.096
950,3552184.5,20746.244
951,3546236.0,20742.41
952,3540308.0,20738.59
953,3534400.2,20734.781
954,3528517.5,20730.98
955,3522657.0,20727.186
956,3516820.0,20723.408
957,3511006.0,20719.65
958,3505215.2,20715.895
959,3499447.5,20712.16
960,3493695.5,20708.416
961,3487966.0,20704.69
962,3482251.5,20701.0
963,3476552.5,20697.33
964,3470869.5,20693.67
965,3465200.0,20690.016
966,3459542.5,20686.37
967,3453901.0,20682.736
968,3448280.5,20679.105
969,3442675.5,20675.48
970,3437090.2,20671.848
971,3431519.2,20668.244
972,3425964.8,20664.64
973,3420428.5,20661.031
974,3414911.2,20657.414
975,3409409.8,20653.797
976,3403926.8,20650.164
977,3398459.8,20646.527
978,3393011.5,20642.89
979,3387583.5,20639.254
980,3382176.5,20635.607
981,3376789.5,20631.96
982,3371417.8,20628.312
983,3366065.8,20624.656
984,3360728.2,20621.002
985,3355405.0,20617.355
986,3350100.8,20613.703
987,3344817.5,20610.035
988,3339553.5,20606.37
989,3334316.0,20602.709
990,3329089.0,20599.059
991,3323878.0,20595.414
992,3318694.5,20591.783
993,3313534.5,20588.164
994,3308390.0,20584.559
995,3303260.5,20580.969
996,3298146.5,20577.39
997,3293048.8,20573.8
998,3287968.5,20570.21
999,3282904.0,20566.625
1000,3277856.8,20563.035
1001,3272822.5,20559.45
1002,3267803.5,20555.875
1003,3262799.2,20552.32
1004,3257809.2,20548.766
1005,3252838.5,20545.219
1006,3247885.0,20541.684
1007,3242950.5,20538.152
1008,3238037.0,20534.62
1009,3233140.8,20531.076
1010,3228263.5,20527.543
1011,3223403.2,20524.025
1012,3218561.0,20520.52
1013,3213733.0,20517.027
1014,3208920.0,20513.549
1015,3204120.5,20510.068
1016,3199336.2,20506.598
1017,3194564.2,20503.129
1018,3189800.0,20499.66
1019,3185045.2,20496.18
1020,3180307.8,20492.71
1021,3175584.0,20489.248
1022,3170875.0,20485.8
1023,3166183.2,20482.354
1024,3161503.2,20478.908
1025,3156840.0,20475.46
1026,3152188.8,20472.02
1027,3147556.0,20468.586
1028,3142940.0,20465.152
1029,3138339.0,20461.727
1030,3133751.0,20458.312
1031,3129175.5,20454.912
1032,3124614.5,20451.525
1033,3120071.0,20448.166
1034,3115545.0,20444.812
1035,3111029.5,20441.473
1036,3106529.2,20438.129
1037,3102045.5,20434.79
1038,3097575.0,20431.45
1039,3093119.8,20428.086
1040,3088680.0,20424.723
1041,3084256.0,20421.338
1042,3079846.0,20417.945
1043,3075450.0,20414.537
1044,3071067.5,20411.129
1045,3066693.2,20407.719
1046,3062329.2,20404.309
1047,3057975.0,20400.902
1048,3053634.2,20397.484
1049,3049309.5,20394.057
1050,3044998.0,20390.623
1051,3040700.2,20387.2
1052,3036411.8,20383.783
1053,3032137.8,20380.371
1054,3027875.0,20376.959
1055,3023621.2,20373.555
1056,3019378.5,20370.16
1057,3015148.5,20366.781
1058,3010933.5,20363.406
1059,3006735.8,20360.05
1060,3002552.0,20356.715
1061,2998382.2,20353.39
1062,2994224.0,20350.078
1063,2990080.0,20346.768
1064,2985948.5,20343.465
